revision_timing,nth_revision,sleep_duration,topic_difficulty,study_duration,session_time,retention,S
56.31217079722309,7,7.190609389379256,7,85.79156798511049,2,61.10640401996741,114.32701074908553
2.4959169598966344,1,8.053991405867773,6,10.132390192972435,3,98.71349795233746,192.75735355965531
24.313370739870848,9,6.673295021425664,9,59.50895383366713,2,72.25753885799638,74.82567729903742
235.88247369286043,6,4.193668865811041,7,12.25504339717731,0,0.247995905594474,39.316935341816546
138.3300915718394,6,7.269976604478346,8,15.846048589587127,1,14.72976270828473,72.22371788906587
59.52438432592366,1,7.637655990477874,2,82.2764986635116,1,37.64320809249652,60.92457459043446
419.1368559283472,9,6.14827893358836,10,162.1206495727003,1,1.8723603128635804,105.36449970177755
155.91363627288803,7,6.993107820837796,9,173.39924413938934,0,11.343410573878485,71.63393507273906
211.74694382891207,9,9.756787150848966,9,60.36649596969401,0,8.847122920783075,87.31552340692704
9.29710425735708,6,5.963810364944587,1,43.78166586080931,3,94.99152333656174,180.939025537842
111.75633455922876,9,5.509260099809908,9,165.54314484244273,0,33.20344595746405,101.36477084431884
117.15614300548488,1,3.667870815432879,7,62.866994691662576,3,8.36935089618026,47.22907086744915
38.543995671317006,2,6.305504476133645,5,175.19105621614764,2,67.5745311983262,98.34181489510885
171.6471303692237,9,4.6518944382426906,7,16.87371022153333,2,8.344019847678814,69.11153019306283
13.7000922230239,6,6.327591562274782,4,164.2863005674358,2,86.47819930920521,94.30270096120091
111.28747339667775,3,9.599974993905867,7,59.25774699534056,1,26.75965963058989,84.41903339044497
42.054807063994346,4,9.100224131314024,4,161.73502974329622,2,69.92558164075038,117.55735520362082
47.04872631995646,6,9.272639099464453,7,164.16083506277818,0,61.76394507139119,97.64176982188191
204.45956719667345,8,5.133468807106203,6,96.82704143818616,0,3.748208651673304,62.2613525868579
79.59099361269693,0,3.83905757133578,8,170.29464966512825,1,7.537840094642677,30.786759758549536
62.06877226973837,0,4.777407897540413,7,94.53224600170552,0,8.251246824311437,24.87919925742875
19.232494538402392,7,3.25820863148173,1,176.024542491551,3,80.58618223099758,89.10409719611319
18.78370331825637,9,9.899553178774203,7,124.26304305899936,2,85.61628819160414,120.95525975845369
55.37845530190324,0,8.097514440283017,8,89.95110785582654,1,28.195526241315186,43.74261850578474
11.355499057394514,0,4.055022807758006,6,128.2881771544499,2,80.15983221345313,51.34804497577007
107.25340855135002,3,3.116114802494993,3,147.6151778437516,3,15.77540958594082,58.0778545364817
140.9055033081263,6,9.557109921157142,1,124.86731989667771,0,33.66255410339057,129.41546504895229
14.45331420443957,6,6.790135816792961,10,53.850076711576456,3,72.57018933818452,45.079833329183906
670.4383833750226,4,9.302926400143312,7,67.6350644782791,2,0.6298808158824315,132.30435044680468
144.6199539376855,2,8.994270043146647,6,142.57884279579605,3,18.15608349708976,84.76319471122854
104.2964062096247,8,7.644512383756391,2,37.33736874097477,1,42.756185303500736,122.75128695399464
79.77370122706961,2,7.5637288165182035,9,39.90729295514872,3,17.92325565585248,46.40511983758612
164.6829061998949,7,8.944563873459245,1,62.37033461490617,3,16.42321157511917,91.16259605026254
11.80284737380926,2,7.454328327301267,6,51.47823937444421,1,83.85118808064908,67.01345595650145
283.8614379006864,1,5.450548853862729,1,108.07366038648104,3,3.2847130959484243,83.10026527445471
239.55998988209788,2,7.004029394464282,1,17.412641198253738,3,2.155775976694555,62.433874339219116
553.2683697415581,1,4.779145543488172,10,159.15342222775243,0,2.2494461842383973,145.8085098400448
42.20421856354989,9,8.670793762754265,9,113.9573308471657,3,72.70139279856666,132.38062093892813
85.93118843194844,8,7.395260904640453,4,120.49386823222008,3,40.15644313396178,94.18279949301008
75.19283378185315,5,7.135832823983075,6,52.54273128769689,1,38.25826606974884,78.25979258442491
16.30668495569136,0,8.79508302651312,5,87.73507747433385,1,78.46154440998538,67.22699534259354
6.367811509237129,3,5.87947733539675,3,118.36308325469513,3,85.63631986421075,41.06657393005395
163.52933071114734,9,3.1774552039082025,5,23.748404324923605,2,2.039984013820608,42.01432231051724
142.877127935921,4,3.4073551685591053,10,36.59429725408462,1,4.0916314515100085,44.70181699193974
24.23426152117718,4,7.467894156903453,7,121.70892584502836,0,74.4975156927302,82.31623202120674
113.5236566444922,6,3.3340128938415416,10,70.51535537071447,0,15.776186445612524,61.47484096251212
11.554755804667248,0,5.17989316573906,4,39.80614588118755,3,64.10125113127896,25.982891866672215
12.354830213737593,4,6.31430239546396,1,88.99454819973394,0,96.23425464717305,321.8676563728056
83.42749369330755,7,7.610855421332615,4,114.69469794628534,3,42.10222928200315,96.4402215205845
105.76168533687488,3,7.0283192451311525,2,107.47239708422866,0,32.37255392711309,93.77206229428582
73.55471688613095,2,8.744476330207688,3,149.47256344111557,3,39.37051879021078,78.90842434173399
46.09886259538422,9,7.771295682809528,2,54.31806980010353,2,66.5466264261198,113.1906702596149
15.090014379492915,4,5.438356231172381,8,134.9620774466606,0,82.25276476904726,77.23687648120483
66.08754442975857,7,8.647843174870848,1,134.38011840093884,3,58.36092446097792,122.7198617752667
55.82926943540792,6,7.063808086407369,7,168.228745352606,0,59.65238917774042,108.0630677290249
161.60673458026267,2,3.721867081851528,1,100.8356705001958,3,3.433292232149846,47.9310450919047
210.1599069027996,5,5.083446221565176,3,76.16428538480773,3,9.611693647619026,89.72795981037169
135.52690070055604,3,7.014065216863003,5,25.589705033941783,3,12.558691326097495,65.3218116907705
47.81836014604677,4,8.26662170606376,7,142.82032858010444,2,57.21758939039418,85.64858326394372
7.113804773848536,9,6.090713509613639,7,102.80568092804812,2,88.05747340494213,55.93472281243793
14.940717306294104,8,8.330574422022305,1,27.190854940874345,2,79.8499482446875,66.3970029305549
60.63125694786,9,4.026233751844178,5,49.648772312169726,3,45.57754661556601,77.16305687744666
56.26050990627475,0,9.162519780468918,1,171.032258155256,0,37.87963494911723,57.95532322794623
147.79466425718488,2,8.440028411492058,6,129.86434193043218,1,20.36636514558948,92.87753348895968
284.18852105737085,6,6.041162911417899,2,89.67230913900147,1,9.868519108037294,122.716132512122
207.65061535739005,6,8.222314154857962,9,73.72799851902968,0,13.272376990844643,102.82353761450213
10.383515843004757,0,4.565170869636169,6,146.3585723345448,0,76.95981785573093,39.64887871117971
594.819432951124,4,4.770931175924687,3,174.78143105524683,1,5.029364548753102,198.94447967098276
21.813626596005463,0,7.87024082289232,1,116.68487361429078,1,77.66334553249388,86.29259134342557
296.1720915801399,9,9.65288038853591,8,77.06870576338207,3,1.3458950206335745,68.74755430437017
116.15196344867726,7,4.187759327268958,4,88.82872883979697,1,23.13218007827826,79.34172860269479
53.61917511759854,3,9.90347521135722,6,15.49371168864058,0,47.39100582662359,71.8045617170636
44.4455161865232,3,7.21947317416309,3,149.8313312969387,1,69.59927818281582,122.63674191337846
301.8585786600028,9,9.529099383478092,2,103.7699383324919,0,0.3952726139044493,54.552593069542894
