revision_timing,nth_revision,sleep_duration,topic_difficulty,study_duration,session_time,retention
56.31217079722309,7,7.190609389379256,7,85.79156798511049,evening,61.10640401996741
2.4959169598966344,1,8.053991405867773,6,10.132390192972435,night,98.71349795233746
24.313370739870848,9,6.673295021425664,9,59.50895383366713,evening,72.25753885799638
436.8359464353312,2,5.677233938870139,4,110.71047670654723,evening,0.0
235.88247369286043,6,4.193668865811041,7,12.25504339717731,morning,0.24799590559447404
138.3300915718394,6,7.269976604478346,8,15.846048589587127,afternoon,14.72976270828473
59.52438432592366,1,7.637655990477874,2,82.2764986635116,afternoon,37.643208092496515
419.1368559283472,9,6.14827893358836,10,162.1206495727003,afternoon,1.8723603128635804
155.91363627288803,7,6.993107820837796,9,173.39924413938934,morning,11.343410573878483
211.74694382891207,9,9.756787150848966,9,60.36649596969401,morning,8.847122920783075
9.29710425735708,6,5.963810364944587,1,43.78166586080931,night,94.99152333656174
111.75633455922875,9,5.509260099809908,9,165.54314484244273,morning,33.20344595746405
117.15614300548489,1,3.667870815432879,7,62.866994691662576,night,8.36935089618026
38.543995671317006,2,6.305504476133645,5,175.19105621614764,evening,67.5745311983262
171.6471303692237,9,4.6518944382426906,7,16.87371022153333,evening,8.344019847678814
13.700092223023901,6,6.327591562274782,4,164.2863005674358,evening,86.47819930920521
111.28747339667775,3,9.599974993905867,7,59.25774699534056,afternoon,26.759659630589894
42.054807063994346,4,9.100224131314024,4,161.73502974329622,evening,69.92558164075038
47.04872631995646,6,9.272639099464453,7,164.16083506277818,morning,61.76394507139119
204.45956719667342,8,5.133468807106203,6,96.82704143818617,morning,3.7482086516733037
79.59099361269693,0,3.8390575713357795,8,170.29464966512825,afternoon,7.537840094642677
62.06877226973837,0,4.777407897540413,7,94.53224600170553,morning,8.251246824311437
19.232494538402392,7,3.25820863148173,1,176.024542491551,night,80.58618223099758
18.78370331825637,9,9.899553178774205,7,124.26304305899936,evening,85.61628819160414
55.37845530190324,0,8.097514440283017,8,89.95110785582654,afternoon,28.195526241315182
11.355499057394514,0,4.055022807758006,6,128.2881771544499,evening,80.15983221345313
107.25340855135002,3,3.116114802494993,3,147.6151778437516,night,15.775409585940821
140.9055033081263,6,9.557109921157142,1,124.86731989667773,morning,33.66255410339057
14.45331420443957,6,6.790135816792961,10,53.850076711576456,night,72.57018933818452
670.4383833750226,4,9.302926400143313,7,67.6350644782791,evening,0.6298808158824315
144.6199539376855,2,8.994270043146647,6,142.57884279579605,night,18.15608349708976
104.2964062096247,8,7.644512383756391,2,37.33736874097477,afternoon,42.756185303500736
79.77370122706961,2,7.5637288165182035,9,39.90729295514872,night,17.92325565585248
164.6829061998949,7,8.944563873459245,1,62.37033461490617,night,16.42321157511917
11.802847373809259,2,7.454328327301267,6,51.47823937444421,afternoon,83.85118808064908
283.8614379006864,1,5.450548853862729,1,108.07366038648105,night,3.2847130959484243
239.55998988209788,2,7.004029394464282,1,17.412641198253738,night,2.155775976694555
1.869277844633326,7,5.315252132693596,5,107.28971975904251,night,100.0
230.08644206153028,4,4.336377218052422,1,63.876740876567204,night,0.0
223.1119791192536,2,6.990428190625555,8,45.51618199461123,evening,0.0
553.2683697415581,1,4.7791455434881716,10,159.15342222775243,morning,2.2494461842383973
42.20421856354989,9,8.670793762754265,9,113.9573308471657,night,72.70139279856666
85.93118843194844,8,7.395260904640453,4,120.49386823222008,night,40.15644313396178
261.23821493263773,1,3.657873578886083,7,124.24444300018389,evening,0.0
75.19283378185315,5,7.135832823983075,6,52.54273128769689,afternoon,38.258266069748835
16.30668495569136,0,8.79508302651312,5,87.73507747433385,afternoon,78.46154440998538
6.367811509237129,3,5.87947733539675,3,118.36308325469511,night,85.63631986421075
163.52933071114734,9,3.1774552039082025,5,23.748404324923605,evening,2.0399840138206073
142.877127935921,4,3.4073551685591053,10,36.59429725408462,afternoon,4.0916314515100085
24.23426152117718,4,7.467894156903453,7,121.70892584502836,morning,74.4975156927302
113.5236566444922,6,3.3340128938415416,10,70.51535537071447,morning,15.776186445612524
11.554755804667248,0,5.17989316573906,4,39.80614588118755,night,64.10125113127896
12.354830213737591,4,6.31430239546396,1,88.99454819973394,morning,96.23425464717303
120.97374432490945,1,4.826255363391997,10,116.39618567142018,afternoon,0.0
83.42749369330755,7,7.610855421332615,4,114.69469794628534,night,42.10222928200315
105.76168533687488,3,7.0283192451311525,2,107.47239708422866,morning,32.37255392711309
73.55471688613095,2,8.744476330207688,3,149.47256344111557,night,39.37051879021078
46.09886259538422,9,7.771295682809528,2,54.31806980010353,evening,66.5466264261198
15.090014379492917,4,5.438356231172381,8,134.9620774466606,morning,82.25276476904726
66.08754442975857,7,8.647843174870848,1,134.38011840093884,night,58.36092446097792
55.82926943540792,6,7.063808086407369,7,168.228745352606,morning,59.65238917774042
161.60673458026267,2,3.7218670818515283,1,100.83567050019579,night,3.433292232149846
210.1599069027996,5,5.083446221565176,3,76.16428538480773,night,9.611693647619026
135.52690070055604,3,7.014065216863003,5,25.589705033941783,night,12.558691326097497
47.81836014604677,4,8.26662170606376,7,142.82032858010444,evening,57.21758939039418
